date,prectot,qv2m,rh2m,ps,t2m_range,ts,t2mdew,t2mwet,t2m_max,t2m_min,t2m,ws50m_range,ws10m_range,ws50m_min,ws10m_min,ws50m_max,ws10m_max,ws50m,ws10m,yearid
2015-08-20,3.2,14.53,72.63,99.77,8.35,25.18,19.81,19.81,29.5,21.15,25.06,4.17,4.15,5.76,2.94,9.93,7.09,8.02,5.09,2015
2015-08-21,5.89,12.0,76.22,100.08,7.6,21.77,16.74,16.74,24.68,17.08,21.17,3.46,2.91,3.86,2.12,7.31,5.03,5.44,3.45,2015
2015-08-22,2.17,10.24,69.45,100.54,9.9,20.5,14.36,14.36,25.08,15.19,20.19,4.75,1.98,0.31,0.34,5.06,2.32,2.39,1.49,2015
2015-08-23,0.87,11.01,72.79,100.23,11.77,21.05,15.34,15.35,25.67,13.91,20.55,3.74,1.35,1.64,1.51,5.39,2.86,3.54,2.16,2015
2015-08-24,1.75,13.01,76.91,99.51,10.54,22.63,17.97,17.97,28.24,17.7,22.24,2.66,2.94,3.9,1.92,6.56,4.86,5.21,3.19,2015
2015-08-25,0.8,10.49,74.95,99.65,9.04,19.83,14.66,14.66,24.0,14.95,19.22,2.95,2.56,1.57,0.85,4.52,3.41,3.38,1.99,2015
2015-08-26,0.07,9.55,73.73,99.85,10.63,18.84,13.25,13.26,23.16,12.52,18.01,2.52,1.42,3.29,2.03,5.81,3.45,4.42,2.62,2015
2015-08-27,1.49,9.61,76.6,100.09,9.79,18.21,13.39,13.39,22.8,13.01,17.55,2.01,2.21,4.16,1.97,6.17,4.18,5.06,3.09,2015
2015-08-28,0.23,8.84,72.65,100.53,12.23,17.82,12.18,12.19,23.31,11.08,17.14,2.56,1.45,2.85,1.98,5.41,3.43,4.29,2.58,2015
2015-08-29,2.22,10.27,81.45,100.4,9.51,18.06,14.4,14.41,22.73,13.22,17.66,2.12,2.23,3.61,1.79,5.73,4.02,4.89,2.85,2015
2015-08-30,0.19,10.96,76.95,100.1,10.37,19.91,15.41,15.41,25.2,14.83,19.56,2.43,1.73,4.15,2.23,6.58,3.96,5.24,3.13,2015
2015-08-31,1.04,11.85,79.45,99.8,9.87,20.45,16.57,16.57,25.72,15.85,20.25,2.78,3.53,4.84,2.31,7.62,5.84,6.43,4.03,2015
2015-09-01,0.74,10.75,72.09,100.15,12.76,20.53,15.07,15.07,27.03,14.27,20.31,4.86,1.93,0.85,0.73,5.7,2.66,3.52,2.09,2015
2015-09-02,1.57,13.2,79.93,99.83,11.68,22.22,18.22,18.22,27.91,16.23,21.9,1.43,1.7,4.05,2.17,5.48,3.87,5.02,2.96,2015
2015-09-03,0.84,11.58,73.62,99.92,12.68,21.48,16.05,16.05,27.27,14.59,21.14,3.66,2.91,3.13,1.53,6.79,4.43,4.95,3.07,2015
2015-09-04,0.6,8.82,70.28,100.74,12.84,18.16,12.16,12.16,24.56,11.72,17.66,3.44,1.72,3.52,2.48,6.96,4.2,5.06,3.24,2015
2015-09-05,0.41,10.14,70.79,100.78,15.38,19.97,14.27,14.27,27.56,12.19,19.77,4.06,2.25,0.46,0.39,4.52,2.65,2.48,1.61,2015
2015-09-06,0.16,13.04,73.69,100.31,13.76,23.31,18.12,18.12,29.82,16.06,23.12,5.72,2.01,1.75,1.53,7.48,3.54,4.63,2.71,2015
2015-09-07,11.0,15.2,78.21,99.68,11.07,24.58,20.48,20.48,31.0,19.93,24.55,3.47,3.71,5.72,2.67,9.19,6.38,7.0,4.33,2015
2015-09-08,1.46,13.08,74.26,99.84,10.12,23.56,18.05,18.05,28.36,18.24,22.97,5.82,2.61,0.05,0.32,5.87,2.94,3.26,1.8,2015
2015-09-09,2.34,14.49,81.12,99.27,11.75,23.19,19.6,19.6,28.85,17.1,23.08,6.59,5.51,3.94,2.04,10.53,7.56,6.72,4.19,2015
2015-09-10,0.28,8.69,63.17,99.8,9.02,19.3,11.54,11.54,23.88,14.87,18.97,4.38,2.5,0.15,0.12,4.53,2.62,2.88,1.72,2015
2015-09-11,0.16,9.03,64.06,99.53,11.55,19.66,12.31,12.31,25.21,13.66,19.32,2.74,1.52,1.86,1.2,4.59,2.73,3.01,1.97,2015
2015-09-12,9.04,10.14,89.94,99.59,3.89,16.39,14.13,14.13,17.89,13.99,15.78,3.9,2.78,3.36,2.23,7.26,5.0,5.0,3.49,2015
2015-09-13,23.24,10.97,89.37,99.14,7.09,17.31,15.26,15.26,20.98,13.89,17.04,5.86,4.53,2.13,0.92,7.99,5.44,5.76,3.81,2015
2015-09-14,12.54,9.58,85.06,99.61,6.67,15.84,13.24,13.24,20.23,13.56,15.77,4.71,4.15,3.27,1.57,7.98,5.72,5.97,3.63,2015
2015-09-15,0.04,10.03,75.97,100.73,12.61,18.55,14.09,14.09,25.2,12.59,18.46,1.98,2.24,5.17,2.29,7.15,4.53,6.13,3.71,2015
2015-09-16,0.37,11.67,77.33,100.87,13.85,20.56,16.44,16.44,27.96,14.11,20.61,3.4,1.2,2.36,1.96,5.76,3.16,4.34,2.52,2015
2015-09-17,0.84,11.8,77.8,100.28,11.86,20.62,16.59,16.59,27.18,15.31,20.6,2.64,1.76,4.11,2.14,6.76,3.9,5.39,3.01,2015
2015-09-18,0.18,11.29,74.66,99.86,12.78,20.56,15.84,15.84,27.14,14.36,20.49,3.81,1.44,3.01,2.18,6.82,3.63,5.06,2.78,2015
2015-09-19,7.03,11.93,78.14,99.26,10.79,20.38,16.58,16.58,26.04,15.25,20.54,6.8,4.68,3.12,1.87,9.92,6.55,6.94,4.39,2015
2015-09-20,1.13,6.06,63.82,100.34,9.31,13.66,6.44,6.45,18.48,9.16,13.27,9.29,6.75,1.6,1.13,10.88,7.88,5.16,3.48,2015
2015-09-21,0.15,6.72,65.58,101.0,10.79,14.14,8.13,8.14,20.16,9.37,14.55,3.32,1.8,1.12,0.8,4.44,2.6,2.42,1.71,2015
2015-09-22,0.16,6.89,63.33,100.98,11.68,15.3,8.48,8.48,22.14,10.46,15.48,4.09,2.18,0.67,0.61,4.77,2.79,3.24,2.04,2015
2015-09-23,0.71,8.59,76.59,100.91,15.01,16.22,11.64,11.64,23.56,8.55,15.91,3.13,0.92,2.63,2.07,5.76,2.99,4.45,2.6,2015
2015-09-24,0.76,6.53,68.72,101.51,9.31,14.02,7.69,7.69,18.85,9.54,13.45,2.65,2.64,3.81,2.3,6.46,4.94,5.24,3.16,2015
2015-09-25,0.3,5.58,68.55,101.64,8.46,11.26,5.53,5.54,15.49,7.04,11.13,4.46,2.95,1.37,0.9,5.83,3.85,3.82,2.42,2015
2015-09-26,0.31,4.9,62.24,101.76,13.72,10.81,3.67,3.69,17.54,3.82,10.65,4.51,1.91,1.34,0.99,5.85,2.9,3.02,1.93,2015
2015-09-27,0.34,7.47,77.03,101.09,17.15,13.8,9.52,9.52,22.8,5.65,13.7,5.82,2.54,1.21,0.97,7.03,3.5,4.47,2.56,2015
2015-09-28,2.0,10.14,84.15,100.33,10.32,16.84,14.02,14.02,21.46,11.14,16.94,1.9,2.65,5.33,2.51,7.23,5.16,6.42,3.67,2015
2015-09-29,20.49,11.95,90.66,99.93,11.2,18.19,16.57,16.57,23.46,12.26,18.29,5.59,4.41,2.3,1.21,7.89,5.61,6.12,3.89,2015
2015-09-30,4.41,5.62,76.64,100.51,6.68,9.69,5.28,5.29,12.19,5.5,9.42,4.02,4.22,6.43,3.43,10.46,7.65,8.61,5.84,2015
2015-10-01,0.2,4.16,65.71,101.3,10.98,7.97,1.39,1.42,13.35,2.38,7.38,1.71,2.16,6.34,3.78,8.04,5.94,7.27,4.75,2015
2015-10-02,0.34,3.82,64.68,101.79,8.38,7.01,0.21,0.26,11.29,2.91,6.42,2.13,2.31,6.57,4.08,8.7,6.39,7.74,5.21,2015
2015-10-03,0.03,4.3,70.62,102.02,10.63,7.35,1.93,1.95,12.63,2.0,6.91,3.24,3.76,6.37,3.56,9.62,7.31,7.89,5.25,2015
2015-10-04,0.01,4.4,66.61,101.57,10.52,8.32,2.15,2.17,13.65,3.13,8.01,3.49,2.1,3.52,2.12,7.01,4.21,5.0,3.22,2015
2015-10-05,0.36,5.33,67.54,100.8,11.0,10.17,4.72,4.73,16.54,5.55,10.53,2.8,1.89,0.2,0.01,3.0,1.91,1.32,0.75,2015
2015-10-06,0.12,6.01,74.61,100.15,10.75,10.36,6.43,6.43,16.67,5.92,10.76,2.03,1.58,2.02,1.09,4.05,2.67,3.14,1.97,2015
2015-10-07,0.99,6.38,82.49,99.93,11.45,10.16,7.21,7.21,16.22,4.77,10.11,3.95,3.64,3.98,2.09,7.94,5.73,6.11,3.67,2015
2015-10-08,0.05,4.37,71.06,100.61,10.26,7.53,1.91,1.93,11.98,1.72,6.83,4.84,2.21,1.03,0.64,5.87,2.85,3.5,1.93,2015
2015-10-09,6.17,5.44,91.72,99.61,4.61,6.42,4.83,4.83,9.02,4.41,6.16,4.75,2.14,2.89,2.32,7.64,4.46,5.19,3.4,2015
2015-10-10,1.96,3.49,63.95,100.23,10.62,5.67,-1.32,-1.25,10.03,-0.59,5.07,5.17,2.53,2.34,1.73,7.5,4.26,5.13,2.99,2015
2015-10-11,0.84,6.61,79.48,99.14,12.41,10.91,7.52,7.52,17.66,5.25,11.07,1.97,3.25,6.2,2.71,8.17,5.95,7.16,4.27,2015
2015-10-12,1.28,8.15,81.1,98.89,13.84,13.54,10.64,10.64,22.14,8.3,13.9,2.82,2.34,3.79,2.08,6.6,4.42,5.58,3.1,2015
2015-10-13,1.9,8.24,86.88,98.09,8.52,12.61,10.72,10.72,18.42,9.91,12.9,4.2,2.18,4.23,2.59,8.43,4.77,6.01,3.46,2015
2015-10-14,0.29,4.97,72.16,98.83,10.2,8.44,3.1,3.12,12.0,1.81,8.23,6.61,4.88,3.9,2.22,10.51,7.09,7.68,5.11,2015
2015-10-15,7.83,5.38,81.48,99.32,12.24,7.58,4.47,4.48,13.91,1.67,7.69,5.31,4.35,3.27,2.06,8.57,6.41,6.63,4.09,2015
2015-10-16,3.93,5.13,83.12,99.57,5.52,7.0,3.96,3.97,9.33,3.81,6.73,4.57,3.78,2.17,1.48,6.74,5.26,4.52,3.03,2015
2015-10-17,7.02,3.47,76.35,100.19,7.53,3.05,-1.53,-1.48,5.73,-1.8,2.48,6.74,5.05,0.51,0.33,7.25,5.38,5.15,3.33,2015
2015-10-18,0.13,2.32,65.64,101.0,8.27,-0.24,-6.33,-6.21,3.55,-4.72,-0.89,1.81,2.43,4.9,2.57,6.71,5.0,5.67,3.47,2015
2015-10-19,1.28,3.04,76.17,100.73,10.45,1.12,-3.39,-3.32,5.38,-5.07,0.72,4.25,3.86,3.64,1.94,7.88,5.8,6.04,3.78,2015
2015-10-20,0.15,5.46,85.7,100.09,11.96,6.83,4.69,4.7,11.74,-0.22,7.27,3.53,2.73,5.53,2.6,9.06,5.33,7.05,4.15,2015
2015-10-21,0.62,3.02,64.12,101.11,11.63,3.54,-3.04,-2.97,8.84,-2.78,3.1,3.92,1.54,2.13,2.01,6.04,3.56,4.39,2.68,2015
2015-10-22,2.9,5.58,80.58,100.0,13.17,8.14,4.81,4.82,15.49,2.32,8.49,8.58,6.75,3.63,1.86,12.21,8.61,8.33,5.24,2015
2015-10-23,0.18,3.26,66.07,101.07,9.0,3.19,-1.96,-1.91,8.68,-0.31,3.76,7.69,4.49,0.74,0.55,8.43,5.05,5.01,3.24,2015
2015-10-24,3.08,3.85,78.53,100.72,8.32,3.61,0.15,0.16,7.43,-0.89,3.61,3.87,2.71,3.52,2.08,7.39,4.79,5.49,3.34,2015
2015-10-25,9.17,5.16,82.17,100.03,10.34,6.84,3.9,3.91,10.87,0.53,7.06,4.04,4.3,5.79,2.93,9.83,7.22,7.74,4.89,2015
2015-10-26,0.12,3.02,72.99,101.62,9.61,1.31,-2.94,-2.88,6.92,-2.69,1.36,3.16,1.62,2.48,1.62,5.64,3.24,4.14,2.64,2015
2015-10-27,0.0,3.42,69.03,101.84,11.13,2.07,-1.27,-1.24,10.0,-1.12,3.93,3.74,3.01,0.82,0.42,4.55,3.43,2.69,1.83,2015
2015-10-28,22.94,4.6,95.03,100.66,9.48,3.12,2.41,2.41,9.0,-0.48,3.43,6.26,3.44,3.43,2.49,9.68,5.92,6.72,4.23,2015
2015-10-29,9.07,6.17,83.0,98.09,9.03,8.66,5.82,5.83,14.12,5.08,9.25,11.24,8.71,3.75,1.87,15.0,10.58,9.59,6.2,2015
2015-10-30,0.79,3.45,71.96,99.59,8.76,3.06,-1.64,-1.59,6.61,-2.15,3.13,8.64,6.22,2.92,1.67,11.55,7.89,8.09,5.35,2015
2015-10-31,0.11,3.28,76.41,100.48,7.32,0.86,-2.01,-1.97,5.31,-2.02,1.73,4.35,1.95,0.73,0.55,5.07,2.5,2.84,1.76,2015
2015-11-01,7.41,5.52,93.72,99.15,9.91,5.55,4.77,4.77,11.43,1.51,5.99,5.91,4.07,4.44,2.23,10.36,6.3,7.54,4.55,2015
2015-11-02,0.45,5.17,82.36,100.12,7.03,6.24,4.26,4.26,11.22,4.18,7.07,8.91,5.33,0.74,0.55,9.65,5.88,5.27,3.29,2015
2015-11-03,1.29,5.73,90.81,100.5,10.17,6.87,5.7,5.71,13.87,3.71,7.18,5.08,3.35,1.41,0.85,6.48,4.19,4.34,2.57,2015
2015-11-04,0.27,5.34,88.15,101.06,8.56,5.88,4.83,4.83,12.3,3.74,6.68,5.07,1.99,1.39,0.97,6.46,2.96,3.53,2.18,2015
2015-11-05,1.22,6.29,94.16,100.43,9.34,7.11,6.78,6.79,12.31,2.98,8.01,4.6,2.39,0.1,0.1,4.71,2.48,1.62,0.92,2015
2015-11-06,2.4,8.91,89.02,99.04,8.34,12.93,11.82,11.82,18.28,9.94,13.86,9.1,7.24,5.55,2.62,14.65,9.86,9.56,5.73,2015
2015-11-07,1.25,4.63,78.26,99.86,8.23,5.97,2.61,2.62,9.29,1.06,6.16,2.88,2.77,6.21,3.49,9.1,6.26,7.5,4.58,2015
2015-11-08,0.3,3.17,75.12,100.86,8.26,1.65,-2.39,-2.35,6.17,-2.09,1.54,2.53,2.88,5.13,2.93,7.66,5.81,6.56,3.95,2015
2015-11-09,0.04,4.25,82.87,101.01,10.71,4.03,1.61,1.61,11.14,0.43,4.27,1.71,2.83,6.18,3.01,7.88,5.84,6.98,4.27,2015
2015-11-10,1.07,4.3,85.91,100.63,11.65,3.6,1.68,1.69,10.37,-1.28,3.87,6.09,2.95,1.15,0.63,7.23,3.58,4.2,2.31,2015
2015-11-11,0.06,4.89,88.08,99.89,6.57,5.11,3.46,3.47,9.47,2.9,5.27,5.83,3.58,0.12,0.05,5.95,3.63,3.11,2.08,2015
2015-11-12,9.41,5.94,93.75,98.72,5.04,6.67,6.0,6.0,9.55,4.51,6.99,8.95,5.87,0.67,0.44,9.62,6.31,5.72,3.76,2015
2015-11-13,6.13,5.47,89.91,97.92,7.84,6.08,4.64,4.64,9.25,1.41,6.28,4.8,4.49,5.34,2.98,10.14,7.47,7.56,5.13,2015
2015-11-14,0.21,2.84,73.95,99.84,6.76,0.3,-3.92,-3.87,4.36,-2.4,0.07,3.73,4.01,5.74,3.22,9.48,7.23,8.1,5.4,2015
2015-11-15,0.09,3.88,89.95,100.27,10.05,1.72,0.04,0.05,7.31,-2.74,1.75,2.74,2.84,4.75,2.91,7.49,5.75,6.17,3.8,2015
2015-11-16,0.86,3.25,82.59,100.98,9.4,0.64,-2.1,-2.08,5.66,-3.74,0.56,1.6,1.44,4.63,2.67,6.24,4.11,5.31,3.37,2015
2015-11-17,1.2,2.59,77.95,101.94,7.67,-1.97,-4.81,-4.76,3.36,-4.32,-1.63,3.64,1.51,1.95,1.5,5.59,3.02,4.03,2.43,2015
2015-11-18,0.81,3.57,89.6,101.28,11.32,0.66,-0.94,-0.93,6.87,-4.45,0.8,4.67,1.41,3.36,2.48,8.03,3.89,5.27,3.06,2015
2015-11-19,7.67,6.52,95.28,100.04,9.48,7.67,7.36,7.37,12.01,2.53,8.31,4.74,4.02,6.07,2.9,10.81,6.92,8.85,5.56,2015
2015-11-20,0.72,4.1,78.59,100.27,11.05,3.95,0.57,0.6,9.76,-1.29,4.43,1.78,2.66,6.18,3.14,7.96,5.8,7.26,4.16,2015
2015-11-21,0.02,3.09,78.42,100.7,7.49,0.52,-2.72,-2.68,4.61,-2.88,0.55,5.9,3.62,0.63,0.57,6.53,4.19,4.42,2.6,2015
2015-11-22,0.54,3.38,80.19,99.59,11.14,1.02,-1.85,-1.82,6.31,-4.82,1.32,7.48,6.32,4.74,2.52,12.23,8.84,8.42,5.48,2015
2015-11-23,0.13,1.93,68.03,100.36,5.3,-3.64,-8.63,-8.45,-0.6,-5.9,-3.96,3.56,3.25,3.35,2.0,6.9,5.25,5.15,3.28,2015
2015-11-24,0.64,1.9,70.02,101.17,4.29,-4.03,-8.77,-8.61,-1.77,-6.06,-4.45,2.37,1.38,0.99,0.62,3.36,2.01,1.93,1.34,2015
2015-11-25,0.28,2.53,82.26,102.26,7.92,-3.6,-5.38,-5.3,1.83,-6.09,-2.6,6.11,3.11,0.34,0.24,6.44,3.35,3.08,1.79,2015
2015-11-26,0.27,4.04,90.37,101.76,7.43,1.68,0.93,0.94,6.6,-0.83,2.44,3.25,0.84,5.29,3.53,8.54,4.37,7.28,3.88,2015
2015-11-27,9.92,5.17,97.05,100.68,10.84,3.84,4.05,4.06,9.89,-0.95,4.78,7.03,4.55,3.99,2.01,11.02,6.56,7.7,4.32,2015
2015-11-28,0.09,2.38,79.44,101.03,6.12,-3.08,-5.98,-5.93,0.72,-5.39,-3.12,4.31,1.87,1.37,1.19,5.69,3.06,4.14,2.43,2015
2015-11-29,0.01,2.15,76.1,101.26,7.66,-3.84,-7.22,-7.14,0.11,-7.55,-3.89,2.39,0.87,3.54,2.39,5.94,3.26,4.5,2.84,2015
2015-11-30,0.11,1.77,78.42,101.5,8.92,-7.21,-9.52,-9.42,-2.1,-11.02,-6.82,3.32,2.6,1.29,0.62,4.61,3.22,3.15,2.03,2015
2015-12-01,3.33,2.71,92.61,100.69,9.48,-4.39,-4.72,-4.7,0.7,-8.78,-3.47,5.16,3.52,0.28,0.13,5.43,3.65,3.53,2.35,2015
2016-04-01,3.36,6.61,94.6,98.19,13.62,7.73,6.9,6.9,12.37,-1.25,8.34,8.62,5.38,5.53,3.09,14.15,8.47,9.54,6.11,2016
2016-04-02,1.61,3.53,84.96,98.25,12.11,1.37,-1.48,-1.47,7.27,-4.84,0.93,9.66,7.47,1.1,0.76,10.76,8.23,6.29,4.51,2016
2016-04-03,0.51,1.28,66.01,99.3,6.74,-7.26,-13.41,-13.09,-5.36,-12.1,-9.04,8.97,7.98,3.32,1.98,12.29,9.96,9.37,7.15,2016
2016-04-04,0.44,1.3,64.44,100.44,9.18,-6.49,-13.09,-12.76,-3.87,-13.04,-8.34,3.25,2.29,2.72,1.7,5.97,4.0,3.88,2.78,2016
2016-04-05,0.27,1.5,66.99,101.2,11.11,-5.45,-11.51,-11.27,-2.07,-13.18,-6.93,5.03,3.71,1.09,0.76,6.12,4.47,4.72,3.33,2016
2016-04-06,5.79,2.49,81.75,100.4,9.54,-2.64,-5.79,-5.73,1.01,-8.52,-2.97,5.41,4.07,0.51,0.34,5.92,4.4,4.64,3.28,2016
2016-04-07,33.3,4.25,99.6,98.32,6.24,0.88,1.06,1.06,4.83,-1.41,1.32,4.76,4.54,4.23,2.35,8.99,6.89,6.37,4.23,2016
2016-04-08,1.69,3.19,89.24,98.34,6.3,-0.85,-2.77,-2.75,1.47,-4.84,-1.12,3.18,2.82,7.07,5.26,10.25,8.08,8.63,6.41,2016
2016-04-09,0.03,2.04,77.72,99.8,8.33,-4.08,-8.09,-8.01,-0.77,-9.1,-5.06,2.74,2.16,4.21,3.53,6.95,5.69,5.74,4.25,2016
2016-04-10,0.02,1.84,73.13,100.87,12.4,-4.66,-9.37,-9.24,-0.43,-12.83,-5.43,4.93,3.59,0.99,0.62,5.92,4.21,4.04,2.87,2016
2016-04-11,10.71,3.92,97.66,99.85,7.33,0.43,0.07,0.08,3.63,-3.7,0.69,3.39,2.55,4.87,2.56,8.26,5.11,6.51,3.94,2016
2016-04-12,3.26,3.94,87.92,100.11,7.58,2.24,0.35,0.36,5.06,-2.51,2.25,2.48,3.35,6.62,3.6,9.1,6.95,8.1,5.34,2016
2016-04-13,0.05,2.69,72.57,101.57,10.43,0.82,-4.44,-4.38,5.03,-5.39,-0.15,4.04,1.67,2.26,1.81,6.3,3.48,4.31,2.69,2016
2016-04-14,0.01,3.13,73.36,101.68,12.62,2.39,-2.5,-2.46,8.31,-4.3,1.79,4.54,1.5,2.65,1.99,7.18,3.49,4.37,2.68,2016
2016-04-15,0.24,3.7,74.63,101.84,13.3,4.11,-0.27,-0.24,10.85,-2.45,3.91,4.45,1.25,3.26,2.59,7.71,3.83,5.07,3.14,2016
2016-04-16,0.32,3.84,68.29,101.89,14.03,5.32,0.27,0.3,12.47,-1.56,5.75,3.39,1.87,2.44,1.64,5.84,3.5,3.84,2.66,2016
2016-04-17,0.03,5.22,70.79,101.42,16.47,8.65,4.08,4.09,18.14,1.67,9.62,7.25,3.79,1.26,0.96,8.51,4.75,4.27,2.69,2016
2016-04-18,6.6,4.42,85.97,101.02,8.25,4.91,2.09,2.1,8.79,0.55,4.31,5.18,2.57,2.64,2.48,7.82,5.05,5.27,3.64,2016
2016-04-19,0.31,3.94,76.02,100.56,12.94,4.74,0.48,0.49,11.01,-1.94,4.38,6.12,5.03,4.12,2.55,10.24,7.57,7.31,4.75,2016
2016-04-20,0.02,3.42,65.97,101.02,14.45,5.36,-1.47,-1.42,11.48,-2.98,4.45,6.71,3.33,0.6,0.25,7.3,3.58,4.12,2.42,2016
2016-04-21,0.34,5.12,68.67,100.04,18.25,9.32,3.81,3.82,17.58,-0.67,9.6,6.8,3.17,0.51,0.39,7.31,3.56,4.01,2.37,2016
2016-04-22,6.4,7.38,93.98,99.56,11.73,10.23,8.99,8.99,15.92,4.18,10.28,4.38,3.17,3.46,2.47,7.84,5.64,6.02,3.89,2016
2016-04-23,1.16,3.51,69.8,100.26,11.64,4.88,-1.16,-1.12,9.72,-1.92,3.9,2.15,2.41,5.63,3.19,7.78,5.6,6.71,4.5,2016
2016-04-24,0.9,3.22,68.57,100.43,12.54,4.34,-2.36,-2.3,8.82,-3.72,2.98,6.09,4.17,1.1,0.69,7.2,4.86,4.86,2.98,2016
2016-04-25,0.01,2.88,66.92,100.31,11.03,2.94,-3.76,-3.69,7.32,-3.71,1.72,4.46,1.55,2.94,2.33,7.4,3.89,4.93,2.98,2016
2016-04-26,0.0,2.97,70.72,99.69,9.42,2.18,-3.42,-3.37,7.1,-2.32,1.28,3.73,2.61,3.06,2.16,6.79,4.76,4.97,3.14,2016
2016-04-27,0.08,2.54,65.63,99.82,10.01,1.36,-5.49,-5.37,5.17,-4.85,0.18,3.66,3.47,3.56,2.16,7.21,5.63,5.44,3.57,2016
2016-04-28,0.02,2.62,64.87,100.47,10.87,2.54,-4.96,-4.86,6.65,-4.22,0.85,5.01,2.18,1.9,1.28,6.91,3.46,4.23,2.49,2016
2016-04-29,0.05,3.04,64.77,100.73,13.74,3.9,-3.05,-2.98,9.62,-4.12,3.0,3.76,1.43,2.74,1.85,6.5,3.29,4.02,2.61,2016
2016-04-30,0.02,3.77,65.02,100.91,16.08,6.72,-0.15,-0.12,13.55,-2.52,6.04,5.85,2.24,0.81,0.93,6.66,3.18,3.67,2.32,2016
2016-05-01,5.48,4.8,86.02,100.65,6.59,5.84,3.2,3.2,8.41,1.82,5.45,1.81,1.46,3.78,2.19,5.59,3.65,4.58,3.03,2016
2016-05-02,2.51,5.16,92.74,100.1,3.88,5.47,4.26,4.26,7.14,3.26,5.32,4.69,3.8,1.94,1.35,6.63,5.15,4.2,2.87,2016
2016-05-03,0.94,4.94,79.54,99.8,11.07,7.69,3.54,3.54,12.94,1.87,6.85,4.03,1.98,1.18,0.82,5.21,2.8,2.97,2.01,2016
2016-05-04,0.34,5.68,89.86,99.59,8.9,7.39,5.43,5.43,11.02,2.12,7.08,2.97,2.71,3.27,2.15,6.25,4.87,5.04,3.39,2016
2016-05-05,0.04,6.13,79.91,99.67,10.49,10.31,6.63,6.63,15.8,5.31,9.94,3.21,3.47,4.18,2.34,7.39,5.81,6.1,4.03,2016
2016-05-06,0.04,6.24,75.34,99.68,15.31,11.43,6.82,6.82,18.48,3.18,11.1,3.01,1.86,4.37,2.36,7.38,4.22,5.71,3.48,2016
2016-05-07,0.71,8.29,81.18,99.14,11.54,14.44,10.95,10.95,19.74,8.21,14.19,2.15,2.22,4.09,2.21,6.25,4.43,5.39,3.24,2016
2016-05-08,8.67,4.89,79.6,98.87,12.41,7.33,2.59,2.61,11.85,-0.57,6.56,7.4,6.44,3.2,1.68,10.6,8.11,7.47,5.18,2016
2016-05-09,0.07,3.48,70.07,99.98,9.93,4.54,-1.28,-1.25,8.51,-1.43,3.68,3.34,4.02,5.87,2.92,9.21,6.94,7.73,5.12,2016
2016-05-10,0.0,4.89,71.26,100.67,17.05,8.97,3.32,3.33,16.32,-0.74,8.46,3.69,2.06,3.31,2.48,7.0,4.55,5.39,3.34,2016
2016-05-11,0.0,5.46,61.54,100.75,17.71,12.24,5.0,5.01,19.85,2.14,12.3,5.3,2.51,1.28,0.68,6.58,3.2,3.08,1.77,2016
2016-05-12,0.43,7.41,67.14,100.29,12.9,14.66,9.22,9.23,22.53,9.63,15.57,6.81,3.15,0.22,0.16,7.03,3.32,2.57,1.5,2016
2016-05-13,5.86,9.7,94.32,99.13,6.83,14.06,13.3,13.3,17.39,10.57,14.28,4.41,3.41,3.2,1.96,7.61,5.37,6.14,3.87,2016
2016-05-14,3.74,8.03,83.1,98.79,10.89,13.75,10.41,10.41,18.87,7.99,13.28,6.05,3.95,2.38,2.0,8.44,5.95,5.38,3.46,2016
2016-05-15,0.8,4.54,77.78,98.75,8.0,6.81,1.99,2.01,8.89,0.9,5.81,3.09,2.59,7.58,5.46,10.67,8.05,9.4,6.91,2016
2016-05-16,0.6,3.76,75.83,99.64,6.9,4.49,-0.25,-0.22,7.21,0.31,3.63,4.64,4.99,6.36,3.37,11.0,8.36,9.42,6.6,2016
2016-05-17,0.06,4.57,77.79,100.45,11.24,6.87,2.5,2.51,11.51,0.26,6.14,1.55,2.67,5.16,2.55,6.7,5.22,6.11,4.01,2016
2016-05-18,0.06,5.33,69.41,100.68,15.93,10.75,4.65,4.66,16.5,0.57,10.13,4.61,2.21,0.65,0.49,5.26,2.7,2.23,1.44,2016
2016-05-19,0.38,6.55,74.65,100.5,7.79,11.74,7.73,7.73,15.67,7.88,12.1,4.79,2.41,0.37,0.3,5.16,2.71,2.45,1.59,2016
2016-05-20,16.16,7.18,70.5,100.66,14.65,14.4,8.97,8.98,21.08,6.42,14.39,5.54,2.19,2.08,1.78,7.62,3.97,4.94,2.87,2016
2016-05-21,0.24,8.43,78.6,100.07,12.64,15.03,11.31,11.31,21.14,8.5,15.1,4.52,1.24,2.79,2.21,7.31,3.45,4.95,2.78,2016
2016-05-22,0.12,8.75,77.23,99.76,9.49,15.67,11.88,11.88,21.15,11.67,15.89,2.79,2.77,4.21,2.09,7.0,4.86,5.5,3.48,2016
2016-05-23,1.03,7.75,62.28,99.97,16.88,17.18,10.05,10.05,25.1,8.22,17.41,5.54,2.61,0.77,0.53,6.3,3.13,3.27,1.93,2016
2016-05-24,0.14,8.44,59.69,99.77,12.92,18.54,11.22,11.22,26.21,13.29,19.41,6.35,2.58,0.86,0.7,7.22,3.29,2.94,1.82,2016
2016-05-25,0.44,10.4,81.9,99.93,11.38,17.88,14.5,14.5,23.93,12.55,17.7,2.11,2.25,4.54,2.66,6.66,4.91,5.86,3.77,2016
